module,type,name,res_id,src,value,comments
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__account_id,Account,Account,
account,model,"ir.model.fields,field_description",account.field_account_move_line__account_id,Account,Account,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__account_id,Account,Account,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__account_id,Account,Account,
account,model,"ir.model.fields,field_description",account.field_account_tax_repartition_line__account_id,Account,Account,
account,model,"ir.model.fields,field_description",account.field_account_tax_repartition_line_template__account_id,Account,Account,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Account,Account,
account,model_terms,"ir.ui.view,arch_db",account.view_account_form,Account,Account,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Account,Account,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Account,Account,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account,Account,
account,code,addons/account/models/account_move.py,3875,Account %s (%s) does not allow reconciliation. First change the configuration of this account to allow it.,Account %s (%s) does not allow reconciliation. First change the configuration of this account to allow it.,
account,model,"ir.model,name",account.model_account_cash_rounding,Account Cash Rounding,Account Cash Rounding,
account,model,"ir.model,name",account.model_account_chart_template,Account Chart Template,Account Chart Template,
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,Account Common Report,
account,model,"ir.model.fields,field_description",account.field_account_account__currency_id,Account Currency,Account Currency,
account,model,"ir.model.fields,field_description",account.field_account_account_template__currency_id,Account Currency,Account Currency,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_dest_id,Account Destination,Account Destination,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Account Entry,Account Entry,
account,model,"ir.model,name",account.model_account_group,Account Group,Account Group,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_form,Account Group,Account Group,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_tree,Account Group,Account Group,
account,model,"ir.actions.act_window,name",account.action_account_group_tree,Account Groups,Account Groups,
account,model,"ir.model.fields,field_description",account.field_account_journal__company_partner_id,Account Holder,Account Holder,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__partner_id,Account Holder,Account Holder,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_holder_name,Account Holder Name,Account Holder Name,
account,model,"ir.model,name",account.model_account_invoice_send,Account Invoice Send,Account Invoice Send,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__journal_id,Account Journal,Account Journal,
account,model,"ir.model.fields,field_description",account.field_res_partner_bank__journal_id,Account Journal,Account Journal,
account,model_terms,"ir.ui.view,arch_db",account.view_account_bank_journal_tree,Account Journal,Account Journal,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_form,Account Journal,Account Journal,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_tree,Account Journal,Account Journal,
account,model,"ir.model,name",account.model_account_journal_group,Account Journal Group,Account Journal Group,
account,model,"ir.model,name",account.model_report_account_report_journal,Account Journal Report,Account Journal Report,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__account_ids,Account Mapping,Account Mapping,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__account_ids,Account Mapping,Account Mapping,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_form,Account Mapping,Account Mapping,
account,model,"ir.model,name",account.model_account_move_reversal,Account Move Reversal,Account Move Reversal,
account,model,"ir.model.fields,field_description",account.field_account_journal__bank_acc_number,Account Number,Account Number,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__acc_number,Account Number,Account Number,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_payable_id,Account Payable,Account Payable,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_payable_id,Account Payable,Account Payable,
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,Account Print Journal,
account,model_terms,"ir.ui.view,arch_db",account.view_category_property_form,Account Properties,Account Properties,
account,model,"ir.model.fields,field_description",account.field_res_partner__property_account_receivable_id,Account Receivable,Account Receivable,
account,model,"ir.model.fields,field_description",account.field_res_users__property_account_receivable_id,Account Receivable,Account Receivable,
account,model,"ir.model,name",account.model_account_reconciliation_widget,Account Reconciliation widget,Account Reconciliation widget,
account,model,"ir.model.fields,field_description",account.field_account_move_line__account_root_id,Account Root,Account Root,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_account_template__account_src_id,Account Source,Account Source,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_graph,Account Statistics,Account Statistics,
account,model_terms,"ir.ui.view,arch_db",account.account_bank_statement_pivot,Account Statistics,Account Statistics,
account,model_terms,"ir.ui.view,arch_db",account.account_move_line_graph_date,Account Statistics,Account Statistics,
account,model,"ir.model,name",account.model_account_account_tag,Account Tag,Account Tag,
account,model,"ir.actions.act_window,name",account.account_tag_action,Account Tags,Account Tags,
account,model_terms,"ir.ui.view,arch_db",account.account_tax_view_tree,Account Tax,Account Tax,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_form,Account Tax,Account Tax,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_tree,Account Tax,Account Tax,
account,model_terms,"ir.ui.view,arch_db",account.view_tax_group_tree,Account Tax Group,Account Tax Group,
account,model,"ir.model,name",account.model_account_tax_report_line,Account Tax Report Line,Account Tax Report Line,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_form,Account Tax Template,Account Tax Template,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_tree,Account Tax Template,Account Tax Template,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_taxcloud,Account TaxCloud,Account TaxCloud,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_seacrh,Account Template,Account Template,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_form,Account Template,Account Template,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Template,Account Template,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_tree,Account Template,Account Template,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_stock_valuation_account_id,Account Template for Stock Valuation,Account Template for Stock Valuation,
account,model,"ir.model.fields,field_description",account.field_res_company__property_stock_valuation_account_id,Account Template for Stock Valuation,Account Template for Stock Valuation,
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,Account Templates,
account,model,"ir.model,name",account.model_account_account_type,Account Type,Account Type,
account,model,"ir.model.fields,field_description",account.field_account_account_type__name,Account Type,Account Type,
account,model,"ir.model.fields,field_description",account.field_account_accrual_accounting_wizard__account_type,Account Type,Account Type,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__related_acc_type,Account Type,Account Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_search,Account Type,Account Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Account Type,Account Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_form,Account Type,Account Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_search,Account Type,Account Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_type_tree,Account Type,Account Type,
account,model,"ir.model.fields,help",account.field_account_account__user_type_id,"Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.","Account Type is used for information purpose, to generate country-specific legal reports, and set the rules to close a fiscal year and generate opening entries.",
account,model,"ir.actions.act_window,name",account.action_account_type_form,Account Types,Account Types,
account,model,"ir.model.fields,field_description",account.field_account_journal__type_control_ids,Account Types Allowed,Account Types Allowed,
account,model,"ir.model,name",account.model_account_unreconcile,Account Unreconcile,Account Unreconcile,
account,model,"ir.model,name",account.model_account_root,Account codes first 2 digits,Account codes first 2 digits,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account group,Account group,
account,model_terms,"ir.ui.view,arch_db",account.view_account_group_search,Account groups,Account groups,
account,model,"ir.model.fields,help",account.field_account_setup_bank_manual_config__acc_holder_name,"Account holder name, in case it is different than the name of the Account Holder","Account holder name, in case it is different than the name of the Account Holder",
